genre_title,title,author,rating,views,status,categories,published_date_in_days,updated_time_in_days,latest_chapter_number
Kiếm Hiệp, Vô Tận Kiếm Trang,Y Quan Thắng Tuyết,8.5,510480,Full,"Tiên Hiệp, Kiếm Hiệp, Huyền huyễn",1460,300,1208
Kiếm Hiệp,Thanh Bình Nhạc, Bạch Sắc Liên Y,7.5,24876,Đang ra,"Đam Mỹ, Xuyên Không, Kiếm Hiệp",1460,300,93
Kiếm Hiệp,Vó Ngựa Thảo Nguyên,MikeMike,7.4,2220,Đang ra,"Cổ Đại, Kiếm Hiệp",365,300,19
Kiếm Hiệp,Bỉ Ngạn Hoa, Thương Nguyệt,7.5,5665,Full,Kiếm Hiệp,1460,300,16
Kiếm Hiệp,Hồ Sủng Nương Tử Đừng Trêu Chọc Hoa Đào Nữa!,Thế Triền Miên,7.1,4843,Full,"Ngôn Tình, Xuyên Không, Kiếm Hiệp, Truyện Sủng, Huyền huyễn",365,300,95
Kiếm Hiệp,Bốn Đoá Hướng Dương Dành Cho Em,Riber Vũ,7.7,1713,Đang ra,"Truyện Teen, Kiếm Hiệp",365,300,11
Kiếm Hiệp,Công Tử Đừng Chạy Thật Sự Không Phải Hắc Điếm Mà!,Thôi Kinh Thước,7.2,3308,Đang ra,"Truyện Nữ Cường, Cổ Đại, Ngôn Tình, Dị Giới, Xuyên Không, Kiếm Hiệp, Huyền huyễn",365,365,50
Đông Phương,Làm Dâu Hào Môn Được Chồng Chiều Chuộng Hết Mực,Mộc Vãn Địch,7.1,1000,Đang ra,"Đô Thị, Ngôn Tình, Truyện Khác, Truyện Sủng, Đông Phương",14,14,6
Kiếm Hiệp,Men Lam Trên Chén Rượu Hồng,Chè Seen,7.8,2469,Đang ra,"Cổ Đại, Ngôn Tình, Việt Nam, Kiếm Hiệp",365,365,14
Đông Phương,Thập Niên 60 Nàng Dâu Hợp Đồng,Cửu Châu Đại Nhân,7.9,1252,Đang ra,"Truyện Nữ Cường, Hài Hước, Điền Văn, Đô Thị, Ngôn Tình, Truyện Khác, Truyện Sủng, Truyện Gia Đấu, Đông Phương",210,210,5
Đông Phương,Thập Niên Xuyên Thành Người Vợ Được Cưng Chiều Của Lão Công Quan Quân,Tiểu Đình Đình,7.2,1000,Đang ra,"Lịch Sử, Truyện Nữ Cường, Hài Hước, Điền Văn, Đô Thị, Trọng Sinh, Truyện Teen, Ngôn Tình, Dị Giới, Nữ Phụ, Truyện Khác, Xuyên Không, Truyện Sủng, Truyện Gia Đấu, Đông Phương",21,21,5
Kiếm Hiệp,Vô Cực Ma Đạo,Nghịch Thương Thiên,7.4,30464,Đang ra,"Cổ Đại, Dị Giới, Truyện Khác, Tiên Hiệp, Kiếm Hiệp, Thám Hiểm, Đông Phương, Huyền huyễn",365,360,270
Kiếm Hiệp,Tuyệt Thế Võ Hồn,Lạc Thành Đông,7.2,27557,Đang ra,"Cổ Đại, Tiên Hiệp, Kiếm Hiệp, Huyền huyễn",365,360,595
Đông Phương,Xuyên Thư Giải Trí Mỹ Nhân Ngốc Nghếch Bạo Hồng Nhờ Sửa Bug,Ngốc Đầu Ban Ban,7.5,1000,Đang ra,"Dị Năng, Truyện Nữ Cường, Hài Hước, Điền Văn, Đô Thị, Trọng Sinh, Ngôn Tình, Nữ Phụ, Truyện Khác, Khoa Huyễn, Xuyên Không, Truyện Sủng, Đông Phương, Huyền huyễn",7,7,50
Đông Phương,Trọng Sinh Thiếu Nãi Nãi Là Đại Lão Năm 90,Mê Dương,7.0,1000,Đang ra,"Truyện Nữ Cường, Điền Văn, Đô Thị, Trọng Sinh, Ngôn Tình, Truyện Khác, Xuyên Không, Truyện Sủng, Truyện Gia Đấu, Đông Phương, Huyền huyễn",14,14,6
Đông Phương,Chồng Yêu Là Thỏ Tinh,Mỗi Nhất Cá Dạ Vãn,7.3,6338,Full,"Truyện Sắc, Hài Hước, Ngôn Tình, Truyện Sủng, Đông Phương, Huyền huyễn",210,210,13
Đông Phương,Buôn Bán Ve Chai Nuôi Chồng Nam Thần,Bạch Tiểu Phàn,7.8,3338,Đang ra,"Truyện Nữ Cường, Hài Hước, Điền Văn, Đô Thị, Trọng Sinh, Ngôn Tình, Truyện Khác, Truyện Sủng, Truyện Gia Đấu, Đông Phương, Huyền huyễn",210,210,50
Đông Phương,Ta Viết Truyện Sa Điêu Để Cứu Vớt Sư Môn,Vân Thụ,7.8,1863,Đang ra,"Dị Năng, Truyện Nữ Cường, Cổ Đại, Hài Hước, Trọng Sinh, Ngôn Tình, Dị Giới, Nữ Phụ, Truyện Khác, Tiên Hiệp, Xuyên Không, Đông Phương, Huyền huyễn",210,210,50
Đông Phương,Nhật Ký Làm Ruộng Của Pháo Hôi,Châu Ngọc Tại Tiền,7.0,3574,Đang ra,"Truyện Nữ Cường, Cổ Đại, Điền Văn, Trọng Sinh, Ngôn Tình, Dị Giới, Nữ Phụ, Truyện Khác, Xuyên Không, Truyện Sủng, Đông Phương, Huyền huyễn",210,210,50
Đông Phương,Sư Muội Ngươi Hài Hước Thật Đó,Bán Lâu Yên Sa,7.8,2415,Đang ra,"Dị Năng, Truyện Nữ Cường, Cổ Đại, Hài Hước, Điền Văn, Ngôn Tình, Dị Giới, Truyện Khác, Tiên Hiệp, Xuyên Không, Truyện Sủng, Đông Phương, Huyền huyễn",210,210,50
Đông Phương,Nữ Phụ Mạt Thế Từ Chối Đi Chết,Huyết Nhiễm Bạch Sắc,7.8,18961,Đang ra,"Dị Năng, Truyện Nữ Cường, Hài Hước, Điền Văn, Đô Thị, Trọng Sinh, Ngôn Tình, Dị Giới, Nữ Phụ, Việt Nam, Truyện Khác, Xuyên Không, Truyện Sủng, Truyện Cung Đấu, Truyện Gia Đấu, Mạt Thế, Thám Hiểm, Đông Phương",210,210,200
Trinh Thám,Tội Ác Tâm Lý Thập Đại Án Quỷ Dị Chưa Giải Quyết,Tam Sinh Tuyệt,7.3,1000,Đang ra,"Trinh Thám, Đô Thị",14,14,15
Đông Phương,Vua Độ Kiếp,Vô Tội,7.3,1497,Đang ra,"Cổ Đại, Hài Hước, Tiên Hiệp, Đông Phương, Huyền huyễn",120,120,50
Trinh Thám,Cô Giáo Của Tôi Là Thần Toán,Tưởng Niệm Giang Nam,7.8,1000,Đang ra,"Dị Năng, Truyện Nữ Cường, Trinh Thám, Hài Hước, Điền Văn, Đô Thị, Ngôn Tình, Truyện Khác, Truyện Sủng, Thám Hiểm, Huyền huyễn",14,14,19
Trinh Thám,Thấy Bạn Thân Thành Lệ Quỷ Tôi Trở Nên Bạo Lực Hơn,Chu Khuê Thốn,7.3,1000,Đang ra,"Truyện Nữ Cường, Trinh Thám, Hài Hước, Điền Văn, Đô Thị, Linh Dị, Ngôn Tình, Truyện Khác, Thám Hiểm, Huyền huyễn",14,14,5
Trinh Thám,Đợi Tới Khi Ve Xanh Rơi Rụng,Đinh Mặc,7.8,1000,Đang ra,"Trinh Thám, Ngôn Tình",14,14,6
Trinh Thám,Thiên Kim Thật Là Thiên Sư,Đường Tê,7.7,1000,Đang ra,"Truyện Nữ Cường, Trinh Thám, Điền Văn, Đô Thị, Linh Dị, Ngôn Tình, Truyện Khác, Huyền huyễn",7,7,7
Trinh Thám,Livestream Đoán Mệnh Đoán Đâu Trúng Đấy,Cửu Chúc,7.3,1000,Đang ra,"Dị Năng, Truyện Nữ Cường, Trinh Thám, Hài Hước, Điền Văn, Đô Thị, Linh Dị, Trọng Sinh, Ngôn Tình, Truyện Khác, Khoa Huyễn, Xuyên Không, Truyện Sủng, Huyền huyễn",60,60,5
Trinh Thám,Lấy Quỷ Làm Chồng,Lạc Mặc,7.8,1000,Đang ra,"Dị Năng, Truyện Nữ Cường, Trinh Thám, Hài Hước, Điền Văn, Đô Thị, Linh Dị, Ngôn Tình, Dị Giới, Truyện Khác, Thám Hiểm, Huyền huyễn",60,60,71
Trinh Thám,Quân Sư Tội Ác,Rainy,8.0,1000,Đang ra,"Trinh Thám, Truyện Teen, Ngôn Tình",60,60,25
Đông Phương,Thần Côn Hạ Sơn Ký ghi Chép Xuống Núi Của Thần Côn,Diệp Ức Lạc,7.8,51132,Full,"Đô Thị, Dị Giới, Đam Mỹ, Tiên Hiệp, Đông Phương, Huyền huyễn",300,300,501
Trinh Thám,Người Tại Conan Trong Đầu Có Tuyển Hạng Hệ Thống Dịch,Sung Cảnh Thành Vi Võng Văn Đại Lão,7.9,1000,Đang ra,"Trinh Thám, Đô Thị, Truyện Khác, Huyền huyễn",30,30,7
Trinh Thám,Vương Phi Bò Ra Khỏi Quan Tài Liền Đoán Mệnh Cho Quan Viên,Cán Phạn Đích Bàn Tử,7.9,1000,Đang ra,"Lịch Sử, Truyện Nữ Cường, Cổ Đại, Trinh Thám, Hài Hước, Điền Văn, Linh Dị, Trọng Sinh, Ngôn Tình, Dị Giới, Quan Trường, Truyện Khác, Khoa Huyễn, Xuyên Không, Truyện Sủng, Truyện Cung Đấu, Truyện Gia Đấu, Thám Hiểm, Huyền huyễn",30,30,5
Trinh Thám,Ăn Dưa Ăn Đến Tin Chính Mình Chết,Tiếu Dương,7.5,1000,Đang ra,"Trinh Thám, Hài Hước, Đô Thị, Ngôn Tình, Dị Giới, Truyện Khác, Xuyên Không, Truyện Sủng",,,0
Trinh Thám,Đạo Quan Đóng Cửa! Tiểu Đạo Sĩ Bị Ép Xuống Núi,Duyệt Duyệt Ái Thu Thu,7.7,1000,Đang ra,"Dị Năng, Truyện Nữ Cường, Trinh Thám, Hài Hước, Điền Văn, Đô Thị, Linh Dị, Ngôn Tình, Dị Giới, Truyện Khác, Truyện Sủng, Huyền huyễn",60,60,5
Trinh Thám,Đăng Hoa Tiếu,Thiên Sơn Trà Khách,7.3,1000,Đang ra,"Truyện Nữ Cường, Cổ Đại, Trinh Thám, Truyện Khác",60,60,13
Trinh Thám,Có Huyền Học Trong Tay Tôi Điên Cuồng Vả Mặt Trong Giới Giải Trí,Nhị Mao Tiền,7.0,1000,Đang ra,"Dị Năng, Truyện Nữ Cường, Trinh Thám, Hài Hước, Đô Thị, Linh Dị, Ngôn Tình, Dị Giới, Truyện Khác, Khoa Huyễn, Tiên Hiệp, Xuyên Không, Thám Hiểm, Huyền huyễn",7,7,5
Trinh Thám,Hoàng Tuyền Quỷ Cục,Tiểu Tam Bàn Tử,7.1,1000,Đang ra,"Dị Năng, Trinh Thám, Đô Thị, Linh Dị, Dị Giới, Truyện Khác, Khoa Huyễn, Thám Hiểm, Huyền huyễn",7,7,5
Trinh Thám,Con Mắt Tội Ác,Mạc Y Lai,7.7,1000,Đang ra,"Trinh Thám, Đô Thị",60,60,7
Trinh Thám,Bảo Cô Livestream Xem Bói Cô Đi Bắt Tội Phạm Truy Nã Làm Cái Gì,Phiên Gia Thái Thái,7.4,1000,Đang ra,"Truyện Nữ Cường, Trinh Thám, Hài Hước, Đô Thị, Linh Dị, Truyện Khác, Xuyên Không, Huyền huyễn",60,60,26
Trinh Thám,Nhà Ma Của Tôi Liên Thông Với Địa Phủ,Hoàng Sắc Đích Miêu Mễ,7.3,1000,Đang ra,"Dị Năng, Truyện Nữ Cường, Trinh Thám, Hài Hước, Điền Văn, Đô Thị, Linh Dị, Ngôn Tình, Dị Giới, Nữ Phụ, Truyện Khác, Truyện Sủng, Truyện Gia Đấu, Huyền huyễn",60,60,5
Trinh Thám,Thám Tử Thiên Tài,Xin Bai (辛白),7.2,1000,Đang ra,Trinh Thám,7,7,6
Trinh Thám,Vì Livestream Đoán Mệnh Quá Chuẩn Tôi Trở Thành Cố Vấn Cho Cục Cảnh Sát,Thường Thanh Minh Nhật,7.9,1000,Đang ra,"Truyện Nữ Cường, Trinh Thám, Hài Hước, Đô Thị, Linh Dị, Ngôn Tình, Truyện Khác, Truyện Sủng, Huyền huyễn",60,60,34
Trinh Thám,Thập Niên 90 Nghe Thấy Tiếng Lòng Của Động Vật,Hồ Lục Nguyệt,7.6,1000,Đang ra,"Dị Năng, Truyện Nữ Cường, Trinh Thám, Đô Thị, Ngôn Tình, Truyện Khác",7,7,5
Trinh Thám,quyển 1 Tất Cả Bắt Đầu Từ Lúc Gặp Nhau,Tàng Yêu,7.5,1000,Full,"Trinh Thám, Đô Thị, Đam Mỹ",60,60,153
Đông Phương,Siêu Túng Ảnh Hậu Là Thiên Sư,Huyên Thảo Yêu Hoa,7.4,2591,Đang ra,"Đô Thị, Ngôn Tình, Đông Phương, Huyền huyễn",730,300,9
Đông Phương,Phú Nhị Đại Giả Thần Giả Quỷ Ở Giới Giải Trí,Si Sân Bổn Chân,7.6,3707,Đang ra,"Đô Thị, Linh Dị, Trọng Sinh, Đam Mỹ, Đông Phương, Huyền huyễn",365,300,18
Đông Phương,Si Ngốc Tướng Công Xinh Đẹp Nữ Đầu Bếp,Nguyệt Bán Đinh,8.0,1183,Đang ra,"Hài Hước, Đô Thị, Ngôn Tình, Truyện Sủng, Đông Phương",300,300,5
Trinh Thám,quyển 2 Tất Cả Bắt Đầu Từ Lúc Gặp Nhau,Tàng Yêu,7.7,1000,Full,"Trinh Thám, Đô Thị, Đam Mỹ",60,60,189
Đông Phương,Hãy Nghe Tôi Nói Cô Sắp Chết Rồi,A Nguyễn,7.2,6098,Đang ra,"Xuyên Không, Bách Hợp, Đông Phương",365,300,41
Đông Phương,Quân Môn Trưởng Tức,Kim Nguyên Bảo,7.4,2438,Đang ra,"Đô Thị, Linh Dị, Đam Mỹ, Đông Phương, Huyền huyễn",365,300,15
Đông Phương,Vì Thiên Sư Đại Nhân Cống Hiến,Bất Gian Bất Giới,7.8,10834,Đang ra,"Linh Dị, Đam Mỹ, Đông Phương, Huyền huyễn",730,300,87
Đông Phương,Tôi Ngũ Hành Thiếu Đạo Đức,Thu Thu Đại Vương,7.4,5323,Đang ra,"Đô Thị, Linh Dị, Đam Mỹ, Đông Phương, Huyền huyễn",365,300,53
Trinh Thám,Khi Ánh Nắng Nhạt Màu,Mango90s,7.5,1000,Full,"Trinh Thám, Ngôn Tình",60,60,73
Đông Phương,Công Chúa Nghịch Thiên,Phỉ hà,7.9,2734,Full,"Truyện Ngược, Trinh Thám, Hài Hước, Ngôn Tình, Truyện Khác, Bách Hợp, Phương Tây, Đông Phương",365,300,22
Trinh Thám,Bí Ẩn Chưa Lời Giải Về Mùa Mưa Rực Lửa FULL,Phiên Đại Vương,7.5,1000,Full,Trinh Thám,60,60,72
Trinh Thám,Đâu Là Công Lý Thật Sự,Dealine,8.3,1335,Đang ra,"Trinh Thám, Đô Thị, Bách Hợp",150,60,14
Đông Phương,Lời Tỏ Tình Tuyết Rơi,Huyên Thảo Yêu Hoa,7.6,1208,Đang ra,"Đô Thị, Ngôn Tình, Truyện Khác, Truyện Sủng, Đông Phương, Huyền huyễn",300,300,4
Trinh Thám,Mê Án Đường Triều,Tử Dạ,7.4,12873,Đang ra,"Cổ Đại, Trinh Thám",730,30,144
Trinh Thám,Không Tìm Được Em,Mộc Xích Tố,7.9,2061,Đang ra,Trinh Thám,365,30,27
Trinh Thám,Chờ Hừng Đông, Tây Tây Đặc,10.0,44246,Đang ra,"Trinh Thám, Trọng Sinh, Đam Mỹ",1095,30,93
Trinh Thám,Tất Cả Bắt Đầu Từ Cái Tủ Lạnh,Tê Chẩm Do Miên,7.3,1000,Đang ra,"Dị Năng, Truyện Nữ Cường, Trinh Thám, Hài Hước, Đô Thị, Ngôn Tình, Huyền huyễn",60,60,5
Đông Phương,Sống Lại Ta Cảm Thấy Chính Mình Thật Ngon Miệng,A Nguyễn,8.1,9915,Full,"Trinh Thám, Truyện Khác, Xuyên Không, Bách Hợp, Đông Phương",300,300,140
Đông Phương,Tân Nương Của Thành Hoàng - Hoa Hạ Đệ Nhất Thiên Sư,Lý Nguyên Nhất,8.1,1117,Full,"Truyện Nữ Cường, Đô Thị, Ngôn Tình, Đông Phương",300,300,6
Trinh Thám,Gọi Cô Là Tri Kỷ Hay Gọi Là Pháp Y,Tiêu Tiêu,8.4,5761,Đang ra,"Trinh Thám, Đô Thị, Bách Hợp",150,30,69
Đông Phương,Làm Ruộng Ta Nỗ Lực Trồng Trọt Trước Mạt Thế,Lý Hồng Ngư,7.3,8064,Đang ra,"Dị Năng, Truyện Nữ Cường, Hài Hước, Điền Văn, Đô Thị, Trọng Sinh, Ngôn Tình, Truyện Khác, Mạt Thế, Thám Hiểm, Đông Phương, Huyền huyễn",240,240,50
Đông Phương,Tôi Là Người Đứng Đầu Làng Giải Trí,Luật Sư Một Dollar,7.0,1313,Đang ra,"Hài Hước, Điền Văn, Đô Thị, Linh Dị, Ngôn Tình, Truyện Khác, Xuyên Không, Truyện Sủng, Đông Phương",270,270,7
Đông Phương,Thập Niên 70 Trọng Sinh Bảo Vệ Anh Chồng Quân Nhân,Giới Mạt Tam Tam,7.3,6181,Đang ra,"Truyện Nữ Cường, Hài Hước, Điền Văn, Đô Thị, Trọng Sinh, Ngôn Tình, Truyện Khác, Truyện Sủng, Truyện Gia Đấu, Đông Phương",240,240,50
Đông Phương,Tôi Tay Không Xé Tà Ma Trong Truyện Huyền Học,Vân Sơ Đường,7.7,1299,Đang ra,"Đô Thị, Linh Dị, Đam Mỹ, Xuyên Không, Đông Phương",270,270,5
Đông Phương,Vô Hạn Bạo Kích Ta Thật Rất Muốn Điệu Thấp A!,Chiến Thiên Ngân,7.8,2172,Đang ra,"Đông Phương, Huyền huyễn",270,270,55
Trinh Thám,Vẫn An Pháp Y Kiều Thê,Thuận Tiểu Bảo,7.7,48923,Đang ra,"Truyện Nữ Cường, Trinh Thám, Đô Thị, Ngôn Tình, Truyện Sủng",270,30,421
Trinh Thám,Xuyên Không Ta Trở Thành Trân Bảo Phá Án,Nhật Lịch Thu Quý,8.0,1000,Đang ra,"Trinh Thám, Đô Thị, Ngôn Tình, Truyện Khác, Xuyên Không, Truyện Sủng",60,30,713
Đông Phương,Thập Niên 60 Xuyên Thành Nông Nữ Hái Thuốc Làm Giàu,Tây Lương Miêu,7.8,6208,Đang ra,"Dị Năng, Truyện Nữ Cường, Hài Hước, Điền Văn, Đô Thị, Ngôn Tình, Truyện Khác, Xuyên Không, Truyện Sủng, Đông Phương",240,240,100
Trinh Thám,Quyền Sủng Ngỗ Tác Y Phi,Bộ Nguyệt Thiển Trang,8.1,17291,Đang ra,"Truyện Nữ Cường, Trinh Thám, Trọng Sinh, Truyện Sủng",180,30,163
Trinh Thám,Ta Thân Ái Pháp Y Tiểu Thư,Tửu Noãn Xuân Thâm,7.9,13941,Đang ra,"Truyện Nữ Cường, Trinh Thám, Bách Hợp",1095,30,129
Trinh Thám,Khi Anh Đến Lửa Cháy Lan Đồng Cỏ,Cố Tử Hành,8.3,4173,Đang ra,"Truyện Nữ Cường, Trinh Thám, Đô Thị, Ngôn Tình, Truyện Sủng",120,30,109
Đông Phương,Sổ Tay Làm Ruộng Của Thành Hoàng,Đào Tử Đăng,7.6,2382,Đang ra,"Dị Năng, Điền Văn, Đô Thị, Linh Dị, Truyện Khác, Đông Phương, Huyền huyễn",240,240,25
Đông Phương,Sau Khi Dọn Sạch Kho Địch Mang Theo Vật Tư Vượt Qua Năm Tai Họa,Oa Cái Tiểu Ngọc,7.4,6960,Đang ra,"Truyện Nữ Cường, Cổ Đại, Điền Văn, Trọng Sinh, Ngôn Tình, Dị Giới, Truyện Khác, Xuyên Không, Truyện Sủng, Đông Phương",240,240,51
Trinh Thám,Tia Sáng Nhỏ Của Đội Trưởng Cố,Kati,8.2,1000,Đang ra,"Trinh Thám, Đô Thị, Truyện Teen, Ngôn Tình, Truyện Sủng",30,30,41
Trinh Thám,Tim Đập Cực Độ,Tòng 0,7.4,4685,Đang ra,"Truyện Nữ Cường, Trinh Thám, Linh Dị, Ngôn Tình",365,30,53
Trinh Thám,Ngạc Mộng Kinh Tập,Ôn Nhu Khuyển Thụy Sư,7.4,1000,Đang ra,"Trinh Thám, Linh Dị",30,30,50
Đông Phương,Thập Niên 70 Trọng Sinh Cả Nhà Ta Là Pháo Hôi,Kim Thải,7.0,4765,Đang ra,"Truyện Nữ Cường, Hài Hước, Điền Văn, Đô Thị, Trọng Sinh, Ngôn Tình, Nữ Phụ, Truyện Khác, Truyện Sủng, Truyện Gia Đấu, Đông Phương",240,240,50
Đông Phương,Từ Nghèo Túng Giang Hồ Bắt Đầu Cưỡi Ngựa Phiêu Khách,Ai Hào Đích Cuồng Phong,7.5,2193,Đang ra,"Đông Phương, Huyền huyễn",240,240,62
Trinh Thám,Thần Thám Đến Từ Tương Lai,Bào Bàn,7.5,1000,Đang ra,"Trinh Thám, Đô Thị",30,30,5
Trinh Thám,Đại Lão Huyền Học Xuống Núi Bảy Ông Anh Trai Đều Đi Bán Muối,Bắc Nguyệt Tiểu Mộc,7.6,1000,Đang ra,"Dị Năng, Truyện Nữ Cường, Trinh Thám, Hài Hước, Điền Văn, Đô Thị, Linh Dị, Ngôn Tình, Dị Giới, Nữ Phụ, Truyện Khác, Xuyên Không, Truyện Sủng, Truyện Gia Đấu, Huyền huyễn",21,21,5
Trinh Thám,Ký Túc Xá Nữ,Hồng Thanh,7.9,1000,Đang ra,"Lịch Sử, Trinh Thám, Dị Giới, Truyện Khác",30,30,12
Trinh Thám,Mượn Âm Thọ,Ngũ Đẩu Mễ,7.2,1000,Đang ra,"Dị Năng, Trinh Thám, Đô Thị, Linh Dị, Ngôn Tình, Dị Giới, Truyện Khác, Truyện Gia Đấu, Thám Hiểm, Huyền huyễn",30,30,50
Trinh Thám,Nữ Chính Đến Từ Địa Phủ,Nhụ Nhân,7.2,1000,Đang ra,"Dị Năng, Truyện Nữ Cường, Trinh Thám, Điền Văn, Đô Thị, Linh Dị, Ngôn Tình, Dị Giới, Thám Hiểm, Huyền huyễn",21,21,11
Trinh Thám,Thập Niên 90 Hỏi Thật Ăn Dưa Hay Phá Án,Kỉ Đông,7.5,1000,Đang ra,"Trinh Thám, Hài Hước, Đô Thị, Ngôn Tình, Truyện Khác, Xuyên Không, Huyền huyễn",30,28,50
Trinh Thám,Sau Khi Thiên Kim Tiểu Thư Biến Thành Người,Nguyệt Chiếu Khê,7.0,1000,Đang ra,"Truyện Nữ Cường, Trinh Thám, Điền Văn, Đô Thị, Linh Dị, Ngôn Tình, Huyền huyễn",21,21,5
Trinh Thám,Quân Hôn Thập Niên 70 Đại Lão Huyền Học Không Dễ Chọc,Dư Phất,7.8,1000,Đang ra,"Dị Năng, Truyện Nữ Cường, Trinh Thám, Hài Hước, Điền Văn, Đô Thị, Linh Dị, Trọng Sinh, Ngôn Tình, Dị Giới, Nữ Phụ, Truyện Khác, Khoa Huyễn, Xuyên Không, Truyện Sủng, Truyện Gia Đấu, Huyền huyễn",21,21,5
Đông Phương,Hành Trình Âm Dương,Song Quỳnh,7.8,1537,Đang ra,"Đô Thị, Linh Dị, Truyện Teen, Đông Phương",210,210,21
Đông Phương,Sau Khi Xuyên Thành Nữ Phụ Ta Nỗ Lực Tìm Chết,Tích Yêu Hiểu,7.7,5689,Đang ra,"Truyện Nữ Cường, Cổ Đại, Hài Hước, Điền Văn, Trọng Sinh, Ngôn Tình, Dị Giới, Nữ Phụ, Truyện Khác, Xuyên Không, Truyện Sủng, Đông Phương, Huyền huyễn",240,240,50
Trinh Thám,Sổ Tay Công Lược Ma Tôn Phản Diện,Kỉ Nhàn,7.5,1000,Đang ra,"Truyện Nữ Cường, Truyện Ngược, Cổ Đại, Trinh Thám, Ngôn Tình, Truyện Khác, Tiên Hiệp, Xuyên Không, Huyền huyễn",21,21,49
Trinh Thám,Tin Sốt Dẻo! Thiên Kim Giả Huyền Học Trở Về Hào Môn,Thanh Tâm Tự Nhạc,7.6,1000,Đang ra,"Dị Năng, Truyện Nữ Cường, Trinh Thám, Hài Hước, Điền Văn, Đô Thị, Linh Dị, Trọng Sinh, Ngôn Tình, Dị Giới, Nữ Phụ, Truyện Khác, Truyện Sủng, Truyện Gia Đấu, Thám Hiểm, Huyền huyễn",14,14,5
Đông Phương,Thập Niên 60 Quân Hôn Khó Bỏ Cưng Chiều Cô Vợ Mỹ Nhân,Chiêu Nhiêu,7.9,4679,Đang ra,"Truyện Nữ Cường, Đô Thị, Trọng Sinh, Ngôn Tình, Nữ Phụ, Truyện Khác, Truyện Sủng, Truyện Gia Đấu, Đông Phương",150,150,50
Đông Phương,Thập Niên 90 Nuôi Chồng Từ Tấm Bé,Đại An Na,7.9,1890,Đang ra,"Truyện Nữ Cường, Hài Hước, Điền Văn, Đô Thị, Truyện Khác, Truyện Sủng, Truyện Gia Đấu, Đông Phương",210,210,26
Đông Phương,Xuyên Đến 70 Mỹ Nhân Mẹ Ruột Bận Rộn Làm Giàu Nuôi Con Bỏ Quên Anh Chồng Nam Thần,Tây Lương Miêu,7.0,1000,Đang ra,"Truyện Nữ Cường, Điền Văn, Đô Thị, Ngôn Tình, Truyện Khác, Xuyên Không, Truyện Sủng, Đông Phương",90,90,25
Đông Phương,Ta Làm Cá Mặn Trong Truyện Trạch Đấu,Đông Hành Ý,7.9,1467,Đang ra,"Điền Văn, Ngôn Tình, Nữ Phụ, Truyện Khác, Xuyên Không, Truyện Gia Đấu, Đông Phương",150,150,7
Đông Phương,Tận Thế Tới Rồi Đừng Mơ Bắt Nạt Được Ta,Thổ Tinh Hỏa Tinh Tại Nhất Khởi,7.0,2297,Đang ra,"Truyện Nữ Cường, Điền Văn, Trọng Sinh, Mạt Thế, Thám Hiểm, Đông Phương, Huyền huyễn",120,120,50
Đông Phương,Bắt Đầu Từ Nhặt Tu Vi Chế Tạo Cực Đạo Thế Gia,Tảo Lôi Đại Sư,7.7,1302,Đang ra,"Đông Phương, Huyền huyễn",120,120,17
Đông Phương,Mang Theo Hệ Thống Hồ Đồ Theo Đuổi Vai Ác,Đại Hàm Miêu,7.8,7888,Đang ra,"Cổ Đại, Bách Hợp, Đông Phương, Huyền huyễn",365,90,51
Đông Phương,Nhật Ký Sinh Tồn Của Đồ Tham Ăn Ở Tận Thế,Cửu Vĩ Bà Bà,7.8,1057,Đang ra,"Truyện Nữ Cường, Hài Hước, Điền Văn, Đô Thị, Ngôn Tình, Truyện Khác, Truyện Sủng, Mạt Thế, Đông Phương, Huyền huyễn",90,90,5
Đông Phương,Làm Tình Trên Biển Baltic FULL,Hoàn Cầu Tiểu Bích Trì,7.2,12996,Full,"Truyện Nữ Cường, Đô Thị, Trọng Sinh, Ngôn Tình, Truyện Khác, Truyện Sủng, Phương Tây, Đông Phương",180,180,51
Đông Phương,Phong Thủy Đại Sư,Túy Hựu Hà Phương (Say Thì Có Làm Sao),7.0,13521,Đang ra,"Linh Dị, Đam Mỹ, Truyện Khác, Đông Phương, Huyền huyễn",730,120,112
Đông Phương,Trọng Sinh 70 Mang Thai Tam Bảo Dạy Chồng Tháo Hán Làm Giàu,Trịnh Cảnh Vân,7.1,2183,Đang ra,"Truyện Nữ Cường, Hài Hước, Đô Thị, Trọng Sinh, Ngôn Tình, Truyện Khác, Truyện Sủng, Truyện Gia Đấu, Đông Phương",120,120,20
Đông Phương,Thập Niên 70 Người Đẹp Ốm Yếu Trọng Sinh Vả Mặt Chồng Cũ Tra Nam,Ngũ Tử Chanh,7.2,1241,Đang ra,"Truyện Nữ Cường, Đô Thị, Trọng Sinh, Ngôn Tình, Nữ Phụ, Truyện Sủng, Đông Phương",90,90,50
Đông Phương,Xuyên Về 60 Quả Phụ Nóng Bỏng Mang Theo Nhãi Con Lên Phố Làm Giàu,Nhất Thốn Mặc,7.1,4478,Đang ra,"Truyện Nữ Cường, Hài Hước, Điền Văn, Đô Thị, Ngôn Tình, Nữ Phụ, Truyện Khác, Xuyên Không, Truyện Sủng, Truyện Gia Đấu, Đông Phương",120,120,50
